ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2509	"ENSG00000113597.18"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384	2509	11,9,0	4,0,0	7,16,4	0,0,0	298	149	1	1.0	0.579,1.0,NA	1.0,1.0,1.0	-0.211
2511	"ENSG00000184584.14"	"STING1"	chr5	-	139480789	139481704	139480789	139480898	139481158	139481704	2511	0,1,5	0,2,264	0,0,2	0,6,89	298	149	1	1.0	NA,0.2,0.009	NA,0.0,0.011	0.099
2512	"ENSG00000184584.14"	"STING1"	chr5	-	139480789	139481704	139480789	139480898	139481477	139481704	2512	0,1,9	0,0,0	0,0,5	0,0,2	298	149	1	1.0	NA,1.0,1.0	NA,NA,0.556	0.444
2513	"ENSG00000184584.14"	"STING1"	chr5	-	139481158	139481704	139481158	139481342	139481477	139481704	2513	0,2,19	0,0,105	0,0,11	0,1,60	284	149	1	1.0	NA,1.0,0.087	NA,0.0,0.088	0.499
2514	"ENSG00000184584.14"	"STING1"	chr5	-	139481158	139482302	139481158	139481342	139482209	139482302	2514	0,2,17	0,0,11	0,0,13	0,0,0	298	149	1	1.0	NA,1.0,0.436	NA,NA,1.0	-0.282
2515	"ENSG00000068796.19"	"KIF2A"	chr5	+	62361465	62362541	62361465	62361529	62362449	62362541	2515	2,1,0	200,282,65	0,3,2	44,166,58	298	149	1	1.0	0.005,0.002,0.0	0.0,0.009,0.017	-0.006
2516	"ENSG00000068796.19"	"KIF2A"	chr5	+	62363177	62363899	62363177	62363320	62363694	62363899	2516	2,7,1	248,373,106	0,4,0	55,304,65	298	149	1	1.0	0.004,0.009,0.005	0.0,0.007,0.0	0.004
2518	"ENSG00000188725.8"	"SMIM15"	chr5	-	61162216	61162468	61162216	61162359	61162445	61162468	2518	289,127,78	0,0,0	114,121,143	0,8,0	235	149	0.149502367488	0.46192660641704936	1.0,1.0,1.0	1.0,0.906,1.0	0.031
2519	"ENSG00000103723.17"	"AP3B2"	chr15	-	82659844	82661922	82659844	82659983	82661824	82661922	2519	1,0,4	0,0,121	0,0,1	4,14,56	298	149	1	1.0	1.0,NA,0.016	0.0,0.0,0.009	0.505
2520	"ENSG00000103723.17"	"AP3B2"	chr15	-	82662167	82662922	82662167	82662252	82662693	82662922	2520	1,0,31	0,2,124	4,9,9	1,8,39	298	149	0.0721511702509	0.26873004602104555	1.0,0.0,0.111	0.667,0.36,0.103	-0.006
2521	"ENSG00000103723.17"	"AP3B2"	chr15	-	82662167	82663233	82662167	82662922	82663126	82663233	2521	0,0,4	2,1,57	6,2,2	0,13,28	298	149	0.0152548662987	0.08259759213544818	0.0,0.0,0.034	1.0,0.071,0.034	-0.357
2522	"ENSG00000103723.17"	"AP3B2"	chr15	-	82663126	82663620	82663126	82663233	82663559	82663620	2522	0,0,17	0,1,61	0,1,10	3,4,20	298	149	1	1.0	NA,0.0,0.122	0.0,0.111,0.2	-0.043
2524	"ENSG00000103723.17"	"AP3B2"	chr15	-	82663126	82663620	82663126	82663295	82663559	82663620	2524	0,0,13	0,0,2	0,0,3	0,1,1	298	149	1	1.0	NA,NA,0.765	NA,0.0,0.6	0.465
2525	"ENSG00000103723.17"	"AP3B2"	chr15	-	82663126	82663975	82663126	82663620	82663800	82663975	2525	0,0,7	1,2,65	0,0,8	0,7,17	298	149	1	1.0	0.0,0.0,0.051	NA,0.0,0.19	-0.078
2526	"ENSG00000103723.17"	"AP3B2"	chr15	-	82664366	82664943	82664366	82664490	82664834	82664943	2526	0,0,14	0,2,88	3,3,3	8,9,45	298	149	1	1.0	NA,0.0,0.074	0.158,0.143,0.032	-0.074
2530	"ENSG00000103723.17"	"AP3B2"	chr15	-	82688735	82689232	82688735	82688831	82689157	82689232	2530	0,1,1	0,0,18	0,2,2	0,11,14	298	149	1	1.0	NA,1.0,0.027	NA,0.083,0.067	0.438
2532	"ENSG00000113327.17"	"GABRG2"	chr5	+	162101234	162104026	162101234	162101317	162103888	162104026	2532	0,2,0	0,27,0	0,4,0	0,15,0	298	149	1	1.0	NA,0.036,NA	NA,0.118,NA	-0.082
2535	"ENSG00000113327.17"	"GABRG2"	chr5	+	162149107	162155485	162149107	162149313	162153092	162155485	2535	0,3,0	0,42,0	0,0,0	0,52,0	298	149	1	1.0	NA,0.034,NA	NA,0.0,NA	0.034
2537	"ENSG00000141994.16"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786845	5787060	5787171	2537	20,33,58	204,175,287	45,26,17	49,91,69	298	149	0.000214086282204	0.002633224614945294	0.047,0.086,0.092	0.315,0.125,0.11	-0.108
2538	"ENSG00000141994.16"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786919	5787060	5787171	2538	26,42,75	16,27,23	33,33,11	24,30,3	290	149	0.364113306106	0.8625478323944128	0.455,0.444,0.626	0.414,0.361,0.653	0.032
2541	"ENSG00000174177.13"	"CTU2"	chr16	+	88714382	88714737	88714382	88714486	88714586	88714737	2541	17,6,42	304,227,486	2,4,4	70,193,187	249	149	0.000185368398587	0.0023419168146181437	0.032,0.016,0.049	0.017,0.012,0.013	0.018
2542	"ENSG00000164172.20"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100487	53101358	53101509	2542	260,225,204	0,0,4	126,184,110	0,0,0	298	149	1	1.0	1.0,1.0,0.962	1.0,1.0,1.0	-0.013
2543	"ENSG00000164172.20"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100534	53101358	53101509	2543	0,5,1	261,282,212	2,3,2	111,205,128	298	149	1	1.0	0.0,0.009,0.002	0.009,0.007,0.008	-0.004
2544	"ENSG00000151092.18"	"NGLY1"	chr3	-	25736308	25737455	25736308	25736400	25737333	25737455	2544	18,12,3	23,35,5	11,12,4	9,12,6	298	149	0.103487886374	0.35028863341061284	0.281,0.146,0.231	0.379,0.333,0.25	-0.101
2545	"ENSG00000084774.14"	"CAD"	chr2	+	27233311	27233808	27233311	27233536	27233625	27233808	2545	23,31,6	393,311,104	8,11,10	134,140,130	238	149	0.801102192567	1.0	0.035,0.059,0.035	0.036,0.047,0.046	0.0
2546	"ENSG00000084774.14"	"CAD"	chr2	+	27242619	27242973	27242619	27242775	27242871	27242973	2546	2,6,2	852,811,735	2,2,0	432,515,303	245	149	1	1.0	0.001,0.004,0.002	0.003,0.002,0.0	0.001
2548	"ENSG00000179950.15"	"PUF60"	chr8	-	143817861	143818285	143817861	143817973	143818192	143818285	2548	1818,872,1323	0,0,5	420,720,559	0,0,0	298	149	1	1.0	1.0,1.0,0.992	1.0,1.0,1.0	-0.003
2549	"ENSG00000179950.15"	"PUF60"	chr8	-	143817861	143818285	143817861	143818075	143818192	143818285	2549	18,16,26	2167,990,1409	11,19,29	501,682,461	266	149	0.000283155210066	0.003340774776827081	0.005,0.009,0.01	0.012,0.015,0.034	-0.012
2550	"ENSG00000141698.17"	"NT5C3B"	chr17	-	41835587	41835957	41835587	41835682	41835858	41835957	2550	12,21,6	28,17,2	11,21,20	10,29,22	298	149	0.862520654904	1.0	0.176,0.382,0.6	0.355,0.266,0.312	0.075
2551	"ENSG00000119397.19"	"CNTRL"	chr9	+	121146107	121148861	121146107	121146256	121148671	121148861	2551	2,3,0	20,29,10	2,2,4	3,22,6	298	149	0.0689862727555	0.2598530304873751	0.048,0.049,0.0	0.25,0.043,0.25	-0.149
2553	"ENSG00000119397.19"	"CNTRL"	chr9	+	121173674	121175224	121173674	121173737	121175017	121175224	2553	14,32,13	40,121,24	9,12,9	17,48,13	298	149	0.62455051513	1.0	0.149,0.117,0.213	0.209,0.111,0.257	-0.033
2554	"ENSG00000131435.13"	"PDLIM4"	chr5	+	132271302	132271908	132271302	132271466	132271790	132271908	2554	0,20,5	0,43,4	0,132,0	0,272,0	298	149	1	1.0	NA,0.189,0.385	NA,0.195,NA	0.092
2555	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75412788	75415023	75412788	75412932	75414884	75415023	2555	197,416,154	49,18,36	200,308,89	58,21,24	298	149	0.499475144964	1.0	0.668,0.92,0.681	0.633,0.88,0.65	0.035
2556	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75415980	75416191	2556	119,297,198	50,27,90	134,220,92	67,27,45	298	149	0.658308144666	1.0	0.543,0.846,0.524	0.5,0.803,0.505	0.035
2557	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415778	75415980	75416191	2557	117,301,205	18,9,33	135,218,90	25,16,16	298	149	0.282679614304	0.7256130675794	0.765,0.944,0.756	0.73,0.872,0.738	0.042
2558	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415980	75416102	75416191	2558	138,260,281	3,7,9	163,186,94	2,8,2	271	149	0.727984655685	1.0	0.962,0.953,0.945	0.978,0.927,0.963	-0.003
2559	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75415980	75416191	75415980	75416030	75416102	75416191	2559	162,217,324	16,12,13	185,186,114	23,2,23	221	149	0.0866328114081	0.3082290931178266	0.872,0.924,0.944	0.844,0.984,0.77	0.047
2560	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75416274	75416787	75416274	75416415	75416485	75416787	2560	217,227,433	37,19,29	281,154,190	66,10,34	219	149	0.0321626077993	0.14576795294416325	0.8,0.89,0.91	0.743,0.913,0.792	0.051
2561	"ENSG00000291151.1"	"NSUN5P1"	chr7	+	75416274	75416792	75416274	75416419	75416485	75416792	2561	216,227,431	0,4,0	278,154,189	1,2,1	215	149	1	1.0	1.0,0.975,1.0	0.995,0.982,0.992	0.002
2562	"ENSG00000286193.3"	"CPLANE1-AS1"	chr5	+	37249767	37250646	37249767	37250061	37250396	37250646	2562	5,0,2	0,0,0	4,0,4	2,0,0	298	149	1	1.0	1.0,NA,1.0	0.5,NA,1.0	0.25
2563	"ENSG00000132676.16"	"DAP3"	chr1	+	155738156	155739010	155738156	155738258	155738608	155739010	2563	1004,643,1524	0,0,4	1375,1035,1048	0,0,0	298	149	1	1.0	1.0,1.0,0.995	1.0,1.0,1.0	-0.002
2564	"ENSG00000237441.10"	"RGL2"	chr6	-	33293412	33293699	33293412	33293524	33293603	33293699	2564	10,38,40	49,73,134	19,189,18	91,434,120	228	149	0.445773421469	0.979062137712584	0.118,0.254,0.163	0.12,0.222,0.089	0.035
2565	"ENSG00000237441.10"	"RGL2"	chr6	-	33293794	33294066	33293794	33293916	33294033	33294066	2565	10,36,39	60,98,123	20,263,33	94,722,144	266	149	0.817567528576	1.0	0.085,0.171,0.151	0.106,0.169,0.114	0.006
2568	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	2568	79,65,127	2462,1065,3088	39,88,58	1419,806,1171	298	149	0.0344111879405	0.15336246079396257	0.016,0.03,0.02	0.014,0.052,0.024	-0.008
2569	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	2569	70,58,113	4,15,12	40,84,50	8,1,4	298	149	0.162252990853	0.4902439603840128	0.897,0.659,0.825	0.714,0.977,0.862	-0.057
2570	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	2570	52,50,121	2998,1292,3846	33,90,37	1721,1048,1480	298	149	0.020092477455	0.10136308454022414	0.009,0.019,0.015	0.009,0.041,0.012	-0.006
2573	"ENSG00000247556.7"	"OIP5-AS1"	chr15	+	41286010	41289155	41286010	41286100	41287961	41289155	2573	5,17,7	0,2,0	2,4,7	0,0,0	298	149	1	1.0	1.0,0.81,1.0	1.0,1.0,1.0	-0.063
2577	"ENSG00000247556.7"	"OIP5-AS1"	chr15	+	41297862	41299624	41297862	41297929	41298040	41299624	2577	10,8,1	6,18,4	2,4,2	1,13,4	260	149	0.437479040102	0.9697452055594333	0.489,0.203,0.125	0.534,0.15,0.223	-0.03
2580	"ENSG00000163938.17"	"GNL3"	chr3	+	52690591	52691071	52690591	52690704	52690944	52691071	2580	105,158,45	734,822,459	38,58,52	322,365,512	298	149	0.170583169918	0.506367490600574	0.067,0.088,0.047	0.056,0.074,0.048	0.008
2582	"ENSG00000141294.10"	"LRRC46"	chr17	+	47834424	47835399	47834424	47834533	47835352	47835399	2582	15,7,6	23,3,10	2,2,6	5,7,9	298	149	0.158171590703	0.4804921868739389	0.246,0.538,0.231	0.167,0.125,0.25	0.158
2583	"ENSG00000086189.11"	"DIMT1"	chr5	-	62390875	62392234	62390875	62390982	62392170	62392234	2583	22,43,29	903,847,453	38,52,29	360,425,342	298	149	7.62770133722e-08	2.6954896271383718e-06	0.012,0.025,0.031	0.05,0.058,0.041	-0.027
2584	"ENSG00000086189.11"	"DIMT1"	chr5	-	62390875	62392990	62390875	62390982	62392925	62392990	2584	26,45,27	17,9,6	36,53,31	8,0,1	298	149	0.000886807183073	0.008592045753879464	0.433,0.714,0.692	0.692,1.0,0.939	-0.264
2585	"ENSG00000086189.11"	"DIMT1"	chr5	-	62390875	62392990	62390875	62392234	62392925	62392990	2585	6,3,0	653,627,364	1,2,2	293,320,242	298	149	1	1.0	0.005,0.002,0.0	0.002,0.003,0.004	-0.001
2586	"ENSG00000086189.11"	"DIMT1"	chr5	-	62398645	62398881	62398645	62398739	62398819	62398881	2586	4,7,0	323,265,121	0,8,10	91,157,137	229	149	0.00807961282737	0.05004434194090733	0.008,0.017,0.0	0.0,0.032,0.045	-0.017
2588	"ENSG00000126249.8"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34404929	34404990	2588	34,16,17	409,143,124	16,25,12	147,63,45	263	149	0.0013819803806	0.012382947763053489	0.045,0.06,0.072	0.058,0.184,0.131	-0.065
2589	"ENSG00000137752.25"	"CASP1"	chr11	-	105025507	105026356	105025507	105025596	105026225	105026356	2589	0,0,22	0,0,2	0,0,76	0,0,2	298	149	1	1.0	NA,NA,0.846	NA,NA,0.95	-0.104
2590	"ENSG00000137752.25"	"CASP1"	chr11	-	105025507	105026356	105025507	105025600	105026225	105026356	2590	0,0,22	0,0,59	0,0,76	0,0,59	298	149	1	1.0	NA,NA,0.157	NA,NA,0.392	-0.235
2591	"ENSG00000137752.25"	"CASP1"	chr11	-	105025601	105026951	105025601	105026356	105026841	105026951	2591	0,0,4	0,0,286	0,0,6	2,0,445	298	149	1	1.0	NA,NA,0.007	0.0,NA,0.007	0.004
2593	"ENSG00000250337.10"	"PURPL"	chr5	+	27475534	27476158	27475534	27475695	27476068	27476158	2593	15,25,0	4,0,0	9,8,0	0,4,0	298	149	1	1.0	0.652,1.0,NA	1.0,0.5,NA	0.076
2595	"ENSG00000250337.10"	"PURPL"	chr5	+	27475534	27476158	27475534	27475695	27476086	27476158	2595	14,25,0	35,5,0	9,8,0	2,0,0	298	149	1	1.0	0.167,0.714,NA	0.692,1.0,NA	-0.405
2600	"ENSG00000250337.10"	"PURPL"	chr5	+	27475534	27477801	27475534	27475695	27477638	27477801	2600	32,66,0	6,4,0	13,27,0	2,0,0	298	149	1	1.0	0.727,0.892,NA	0.765,1.0,NA	-0.073
2601	"ENSG00000250337.10"	"PURPL"	chr5	+	27475534	27477801	27475534	27476158	27477638	27477801	2601	46,67,0	21,8,0	11,31,0	2,0,0	298	149	1	1.0	0.523,0.807,NA	0.733,1.0,NA	-0.202
2603	"ENSG00000250337.10"	"PURPL"	chr5	+	27475534	27477801	27475534	27475695	27477679	27477801	2603	39,78,0	0,0,0	21,30,0	2,0,0	298	149	1	1.0	1.0,1.0,NA	0.84,1.0,NA	0.08
2606	"ENSG00000250337.10"	"PURPL"	chr5	+	27484925	27488783	27484925	27485029	27486555	27488783	2606	43,48,0	2,0,0	13,24,0	0,0,0	298	149	1	1.0	0.915,1.0,NA	1.0,1.0,NA	-0.042
2607	"ENSG00000250337.10"	"PURPL"	chr5	+	27484925	27489386	27484925	27485029	27489281	27489386	2607	33,36,0	4,0,0	21,23,0	0,0,0	298	149	1	1.0	0.805,1.0,NA	1.0,1.0,NA	-0.097
2613	"ENSG00000112851.16"	"ERBIN"	chr5	+	66076315	66076949	66076315	66076408	66076848	66076949	2613	2,0,0	0,1,0	2,2,3	0,0,0	298	149	1	1.0	1.0,0.0,NA	1.0,1.0,1.0	-0.5
2614	"ENSG00000112851.16"	"ERBIN"	chr5	+	66076315	66076949	66076315	66076408	66076874	66076949	2614	2,0,0	256,119,88	2,2,1	133,157,190	298	149	1	1.0	0.004,0.0,0.0	0.007,0.006,0.003	-0.004
2615	"ENSG00000291102.1"	"GUSBP1"	chr5	+	21459514	21459743	21459514	21459584	21459677	21459743	2615	0,0,2	42,35,59	0,0,0	1,18,13	242	149	1	1.0	0.0,0.0,0.02	0.0,0.0,0.0	0.007
2616	"ENSG00000110002.16"	"VWA5A"	chr11	+	124115449	124116680	124115449	124115482	124116565	124116680	2616	0,0,0	0,9,0	0,4,0	0,9,0	298	149	1	1.0	NA,0.0,NA	NA,0.182,NA	-0.182
2619	"ENSG00000204267.19"	"TAP2"	chr6	-	32830617	32832461	32830617	32830806	32832332	32832461	2619	13,6,26	188,56,485	5,0,5	32,17,177	298	149	0.137019437387	0.4318385111959953	0.033,0.051,0.026	0.072,0.0,0.014	0.008
2620	"ENSG00000204267.19"	"TAP2"	chr6	-	32832626	32835359	32832626	32832824	32835153	32835359	2620	31,10,20	163,46,438	6,10,12	18,33,217	298	149	0.739187046596	1.0	0.087,0.098,0.022	0.143,0.132,0.027	-0.032
2622	"ENSG00000165782.11"	"PIP4P1"	chr14	-	20457857	20459296	20457857	20458702	20459205	20459296	2622	33,39,30	392,258,204	51,85,24	288,406,259	298	149	0.0485259315016	0.19975643721677208	0.04,0.07,0.068	0.081,0.095,0.044	-0.014
2623	"ENSG00000182979.18"	"MTA1"	chr14	+	105450057	105450324	105450057	105450184	105450260	105450324	2623	147,153,74	548,757,246	53,75,31	347,694,409	225	149	3.53137519227e-10	2.1173778304471353e-08	0.151,0.118,0.166	0.092,0.067,0.048	0.076
2624	"ENSG00000182979.18"	"MTA1"	chr14	+	105464462	105464863	105464462	105464567	105464673	105464863	2624	33,67,6	500,690,280	6,21,10	377,693,351	255	149	6.69050935764e-07	1.77967548913224e-05	0.037,0.054,0.012	0.009,0.017,0.016	0.02
2625	"ENSG00000182979.18"	"MTA1"	chr14	+	105469466	105469992	105469466	105469498	105469840	105469992	2625	52,106,61	641,939,429	17,38,26	452,985,409	298	149	3.16654247268e-09	1.54421721251028e-07	0.039,0.053,0.066	0.018,0.019,0.031	0.03
2626	"ENSG00000185088.14"	"RPS27L"	chr15	-	63153852	63155731	63153852	63154060	63155620	63155731	2626	19,7,2	1925,484,1329	16,15,12	1097,378,528	298	149	0.688577350027	1.0	0.005,0.007,0.001	0.007,0.019,0.011	-0.008
2627	"ENSG00000185088.14"	"RPS27L"	chr15	-	63156412	63157477	63156412	63156521	63157399	63157477	2627	14,14,1	2257,525,856	4,2,0	1084,393,410	298	149	1	1.0	0.003,0.013,0.001	0.002,0.003,0.0	0.004
2628	"ENSG00000159214.13"	"CCDC24"	chr1	+	43991846	43992387	43991846	43992004	43992152	43992387	2628	19,23,37	6,6,8	28,25,36	5,0,10	297	149	0.208061078529	0.5849299071136126	0.614,0.658,0.699	0.737,1.0,0.644	-0.137
2629	"ENSG00000159214.13"	"CCDC24"	chr1	+	43991846	43992387	43991846	43992004	43992211	43992387	2629	28,39,58	13,9,11	51,56,63	13,26,5	298	149	0.731724888525	1.0	0.519,0.684,0.725	0.662,0.519,0.863	-0.039
2630	"ENSG00000159214.13"	"CCDC24"	chr1	+	43993889	43995162	43993889	43993964	43995107	43995162	2630	12,36,30	50,33,108	43,34,10	56,60,52	298	149	0.662830062038	1.0	0.107,0.353,0.122	0.277,0.221,0.088	-0.001
2631	"ENSG00000159214.13"	"CCDC24"	chr1	+	43995600	43995856	43995600	43995670	43995777	43995856	2631	11,11,28	44,52,123	14,10,4	47,65,33	256	149	0.448516097158	0.9825981583440462	0.127,0.11,0.117	0.148,0.082,0.066	0.019
2632	"ENSG00000127445.14"	"PIN1"	chr19	+	9849089	9849682	9849089	9849201	9849532	9849682	2632	1183,1830,2899	12,2,0	613,1010,1018	2,3,0	298	149	0.951958881896	1.0	0.98,0.998,1.0	0.994,0.994,1.0	-0.003
2633	"ENSG00000127445.14"	"PIN1"	chr19	+	9849089	9849682	9849089	9849311	9849532	9849682	2633	957,1559,2602	21,15,23	507,770,842	10,0,6	298	149	0.058361318595	0.22903060382104345	0.958,0.981,0.983	0.962,1.0,0.986	-0.009
2639	"ENSG00000148396.19"	"SEC16A"	chr9	-	136474048	136477684	136474048	136474486	136475197	136477684	2639	331,153,48	11,16,16	83,179,200	4,19,38	298	149	0.647632876047	1.0	0.938,0.827,0.6	0.912,0.825,0.725	-0.032
2642	"ENSG00000221978.13"	"CCNL2"	chr1	-	1390765	1391575	1390765	1390865	1391296	1391575	2642	428,1002,753	4,9,15	882,1653,818	16,8,13	298	149	0.717387282758	1.0	0.982,0.982,0.962	0.965,0.99,0.969	0.001
2643	"ENSG00000221978.13"	"CCNL2"	chr1	-	1390765	1392803	1390765	1390865	1392678	1392803	2643	401,774,595	6,17,6	681,1181,553	4,1,0	298	149	2.81151301634e-05	0.00046320310167853834	0.971,0.958,0.98	0.988,0.998,1.0	-0.026
2644	"ENSG00000221978.13"	"CCNL2"	chr1	-	1390765	1392803	1390765	1390865	1392789	1392803	2644	382,835,661	0,8,2	680,1223,654	0,0,2	298	149	1	1.0	1.0,0.981,0.994	1.0,1.0,0.994	-0.006
2645	"ENSG00000221978.13"	"CCNL2"	chr1	-	1390765	1392803	1390765	1391575	1392789	1392803	2645	250,473,251	3,5,5	330,575,316	1,6,11	298	149	0.755535791793	1.0	0.977,0.979,0.962	0.994,0.98,0.935	0.003
2646	"ENSG00000135407.11"	"AVIL"	chr12	-	57807330	57807727	57807330	57807489	57807589	57807727	2646	2,2,0	0,0,0	1,0,0	0,0,4	249	149	1	1.0	1.0,1.0,NA	1.0,NA,0.0	0.5
2647	"ENSG00000160679.14"	"CHTOP"	chr1	+	153636571	153638448	153636571	153636653	153638294	153638448	2647	151,197,13	453,555,379	75,113,113	204,212,330	298	149	4.46334259009e-05	0.0006961482099468732	0.143,0.151,0.017	0.155,0.21,0.146	-0.067
2648	"ENSG00000110446.12"	"SLC15A3"	chr11	-	60941121	60942145	60941121	60941290	60942034	60942145	2648	0,0,3	0,24,148	0,3,2	0,36,126	298	149	1	1.0	NA,0.0,0.01	NA,0.04,0.008	-0.019
2649	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083123	144083861	144083123	144083303	144083388	144083861	2649	15,7,16	1576,541,1211	2,13,4	785,474,1005	234	149	0.90058162341	1.0	0.006,0.008,0.008	0.002,0.017,0.003	-0.0
2650	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083424	144083713	144083861	2650	1092,367,851	3,0,2	558,358,663	0,0,0	298	149	1	1.0	0.995,1.0,0.995	1.0,1.0,1.0	-0.003
2651	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083500	144083713	144083861	2651	95,54,104	682,248,569	65,55,51	315,206,501	298	149	1	1.0	0.065,0.098,0.084	0.094,0.118,0.048	-0.004
2652	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083516	144083713	144083861	2652	74,50,81	0,2,0	59,46,32	3,0,4	298	149	0.00917929208779	0.05521917896561171	1.0,0.926,1.0	0.908,1.0,0.8	0.073
2654	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083424	144083817	144083861	2654	1904,595,1442	1,0,0	946,541,1167	0,0,0	298	149	1	1.0	0.999,1.0,1.0	1.0,1.0,1.0	-0.0
2655	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083388	144083861	144083388	144083500	144083817	144083861	2655	907,282,695	0,0,2	453,238,555	0,0,0	298	149	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
2656	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083938	144084609	144083938	144084040	144084133	144084609	2656	18,11,44	1015,333,786	8,14,6	473,275,587	242	149	0.0262005749062	0.12502100811405936	0.011,0.02,0.033	0.01,0.03,0.006	0.006
2657	"ENSG00000197858.12"	"GPAA1"	chr8	+	144083938	144084609	144083938	144084040	144084412	144084609	2657	33,15,96	2,0,2	17,20,11	0,0,0	298	149	0.651198982594	1.0	0.892,1.0,0.96	1.0,1.0,1.0	-0.049
2658	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144084609	144084133	144084330	144084412	144084609	2658	55,18,103	729,294,735	22,21,11	407,266,465	231	149	3.11211444197e-05	0.0005058914920669011	0.046,0.038,0.083	0.034,0.048,0.015	0.023
2659	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144084609	144084133	144084330	144084418	144084609	2659	78,33,134	4,0,2	40,24,29	0,2,3	237	149	0.508147981697	1.0	0.925,1.0,0.977	1.0,0.883,0.859	0.053
2660	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144084609	144084133	144084330	144084454	144084609	2660	362,126,439	9,7,20	168,102,233	0,1,13	273	149	0.163116624844	0.49224344502221945	0.956,0.908,0.923	1.0,0.982,0.907	-0.034
2661	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144085743	144084133	144084609	144084721	144085743	2661	17,3,31	1414,475,1339	6,4,8	707,521,814	261	149	0.900835114706	1.0	0.007,0.004,0.013	0.005,0.004,0.006	0.003
2662	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084721	144085138	144084721	144084875	144085042	144085138	2662	88,52,271	749,267,828	40,39,47	358,285,444	298	149	2.16092665996e-05	0.0003763613932763667	0.055,0.089,0.141	0.053,0.064,0.05	0.039
2664	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084721	144085479	144084721	144085138	144085288	144085479	2664	52,57,284	879,313,945	28,39,46	429,294,511	298	149	8.45656836116e-05	0.001209138977589587	0.029,0.083,0.131	0.032,0.062,0.043	0.035
2665	"ENSG00000197858.12"	"GPAA1"	chr8	+	144085042	144085479	144085042	144085138	144085333	144085479	2665	373,252,809	61,28,24	297,187,315	15,0,24	298	149	0.0148644056353	0.08109168510708196	0.754,0.818,0.944	0.908,1.0,0.868	-0.087
2667	"ENSG00000197858.12"	"GPAA1"	chr8	+	144085042	144085479	144085042	144085138	144085448	144085479	2667	1419,608,2122	0,0,0	787,516,976	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0	0.002
2668	"ENSG00000197858.12"	"GPAA1"	chr8	+	144085288	144085743	144085288	144085479	144085557	144085743	2668	88,53,184	27,6,28	62,32,70	17,8,18	227	149	0.232561236971	0.6359200741430101	0.681,0.853,0.812	0.705,0.724,0.719	0.066
2669	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144085743	144084133	144084330	144085572	144085743	2669	101,51,189	0,0,1	48,44,59	0,0,0	298	149	1	1.0	1.0,1.0,0.99	1.0,1.0,1.0	-0.003
2670	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144085743	144084133	144084609	144085572	144085743	2670	71,40,139	0,0,0	43,33,59	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.937	0.021
2671	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084721	144085743	144084721	144085479	144085572	144085743	2671	95,55,191	1446,624,2118	64,38,75	777,501,982	242	149	0.783237251693	1.0	0.039,0.051,0.053	0.048,0.045,0.045	0.002
